Actual_quantity,Country,Created_date,Invoice_date,Master_data,Old_SKU_name,Requested_date,SKU_number,Shipped_date,Supplier
1,Belgium,06/03/2019,06/03/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,06/03/2019,AH-FOL-HYB COMFORT,06/03/2019,
1,Belgium,29/05/2019,29/05/2019,,Abus Lock Iven 8210/110,29/05/2019,303647,29/05/2019,AGU
1,United Kingdom,12/04/2019,12/04/2019,,Folding B i k e Disc Brakes Option (6-10 weeks),12/04/2019,AH-FOL-DISC BRAKE,12/04/2019,
1,Belgium,17/07/2019,17/07/2019,,BIKE SHIPPING BE,17/07/2019,SHIPPING BE,17/07/2019,DPD
1,Belgium,16/05/2019,16/05/2019,,"Front & Rear Carriers (incl pegs, cushion, stand) for Ahooga Modular B i k e",16/05/2019,AH-MOD-ACC-RACK-PACK-50kg,16/05/2019,
1,Belgium,20/05/2019,20/05/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),20/05/2019,AH-FOL-POW,20/05/2019,
1,Belgium,22/06/2019,22/06/2019,,Riser handlebar 70mm,22/06/2019,AH-MOD-ACC-RIS70,22/06/2019,
1,Belgium,03/06/2019,03/06/2019,,Hybrid Battery 24V/7Ah UPGRADE,03/06/2019,AH-FOL-HYB-BAT-7Ah UPGRADE,03/06/2019,UBW ZRT
1,Belgium,20/07/2019,20/07/2019,,BEBAT Lights,20/07/2019,BEBAT2,20/07/2019,
1,Belgium,08/07/2019,08/07/2019,,Ahooga Battery Charger,08/07/2019,A1-4006,08/07/2019,UBW
1,Belgium,01/07/2019,01/07/2019,,Phonebag M Klickfix,01/07/2019,414109,01/07/2019,AGU
1,Belgium,19/07/2019,19/07/2019,,Standard Folding Pedals PLASTIC,19/07/2019,A1-8005,19/07/2019,UBW
2,Belgium,16/05/2019,16/05/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),16/05/2019,AH-FOL-POW,16/05/2019,
1,Luxembourg,12/02/2019,12/02/2019,,SHIPPING BIKE LU,12/02/2019,SHIPPING LU,12/02/2019,DPD
,,,,['recJaCQW7QOYzbmU5'],,,Ahooga 1 Brake Level Left,,
1,Belgium,14/05/2019,14/05/2019,,Ahooga Folding Bike - Push/Comfort+ - Wall Mc Blue,14/05/2019,AH-FOL-PUSH COMFORT,14/05/2019,
,,,,['recZ8oS88K8PzjYAP'],,,Ahooga Folding Bike - Hybrid/Comfort+ CUSTOM,,
1,Belgium,18/01/2019,18/01/2019,,Maintenance Pack: BASIC+,18/01/2019,SAV Basic+,18/01/2019,
1,Belgium,10/01/2019,10/01/2019,,Upgrade to Leather Anatomical Saddle,10/01/2019,AH-POW-LEATHER,10/01/2019,
1,Belgium,20/03/2019,20/03/2019,,HYBRID CUSTOM COLOR -  OMG Silver (6-10 weeks),20/03/2019,AH-FOL-COLOR CUSTOM  CHROME,20/03/2019,
1,Belgium,14/05/2019,14/05/2019,,BEBAT Lights,14/05/2019,BEBAT2,14/05/2019,
1,Belgium,06/06/2019,06/06/2019,,Helmet Torch - T2 Red,06/06/2019,TORCH RED,06/06/2019,ROOL IN
1,Belgium,21/06/2019,21/06/2019,,FINN,21/06/2019,129426,21/06/2019,AGU
1,Belgium,08/06/2019,08/06/2019,,"Front & Rear Carriers (incl pegs, cushion, stand) for Ahooga Modular B i k e",08/06/2019,AH-MOD-ACC-RACK-PACK-50kg,08/06/2019,
1,Belgium,05/07/2019,05/07/2019,,Ahooga 1 Elec Cable SHORT,05/07/2019,A1-4003 short,05/07/2019,UBW
1,Belgium,20/03/2019,20/03/2019,,Standard Bell,20/03/2019,A1-6009,20/03/2019,UBW
1,Belgium,07/05/2019,07/05/2019,,Custom color,07/05/2019,AH-POW-COL,07/05/2019,
,,,,['recLEOFI1en0Fvr9A'],,,MIK Adapter Plate,,
1,Belgium,10/05/2019,10/05/2019,,Ahooga Folding Bike - Push/Comfort+ - Wall Mc Blue,10/05/2019,AH-FOL-PUSH COMFORT,10/05/2019,
1,Belgium,11/02/2019,11/02/2019,,Ahooga 1 Big Bumper,11/02/2019,A1-1004,11/02/2019,UBW ZRT
1,Belgium,27/04/2019,27/04/2019,,VINCITA BACKPACK,27/04/2019,IAG-B164AH-BL,27/04/2019,
1,Belgium,29/05/2019,29/05/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),29/05/2019,AH-FOL-POW,29/05/2019,
1,Belgium,15/03/2019,15/03/2019,,BEBAT Main battery,15/03/2019,BEBAT1,15/03/2019,
1,Belgium,04/03/2019,04/03/2019,,ABUS Bordo Ugrip 5700/80,04/03/2019,303737,04/03/2019,AGU
1,Belgium,11/07/2019,11/07/2019,,BEBAT Lights,11/07/2019,BEBAT2,11/07/2019,
1,Belgium,17/07/2019,17/07/2019,,BIKE SHIPPING BE,17/07/2019,SHIPPING BE,17/07/2019,DPD
1,Germany,04/01/2019,04/01/2019,,"Comfy saddle BLACK, Blinder Mini Niner",04/01/2019,COMFORT+ pack (2018) BLACK,04/01/2019,Ahooga Sprl
1,Belgium,31/05/2019,31/05/2019,,Ahooga Folding Bike - Hybrid/Style+ - Jaw Drop Charcoal,31/05/2019,AH-FOL-HYB STYLE,31/05/2019,
,,,,['recafhNdlgXPpvo8T'],,,Ahooga Folding Bike - Power+ (6-10 weeks),,
1,Belgium,29/05/2019,29/05/2019,,"Front & Rear Carriers (incl pegs, cushion, stand) for Ahooga Modular B i k e",29/05/2019,AH-MOD-ACC-RACK-PACK-50kg,29/05/2019,
1,Belgium,03/06/2019,03/06/2019,,Ahooga Folding Bike - Push/Comfort+ - Wall Mc Blue,03/06/2019,AH-FOL-PUSH COMFORT,03/06/2019,
1,France,10/01/2019,10/01/2019,,Extra long seatpost,10/01/2019,AH-FOL-XL SEATPOST,10/01/2019,
1,Belgium,20/07/2019,20/07/2019,,BEBAT Lights,20/07/2019,BEBAT2,20/07/2019,
1,Belgium,22/03/2019,22/03/2019,,MODULAR HAMAX OBSERVER (from 9 month to 15 kg),22/03/2019,0.326.413/2,22/03/2019,HARTJE
1,Belgium,16/02/2019,16/02/2019,,Abus Lock Iven 8210/110,16/02/2019,303647,16/02/2019,AGU
4,Belgium,17/07/2019,17/07/2019,,BEBAT Lights,17/07/2019,BEBAT2,17/07/2019,
1,Belgium,21/02/2019,21/02/2019,,BEBAT Main battery,21/02/2019,BEBAT1,21/02/2019,
1,Belgium,02/05/2019,02/05/2019,,Maintenance Pack : BASIC,02/05/2019,SAV Basic,02/05/2019,
,,,,['rec2sELYxIdFIbHtg'],,,CUSTOM COLORRAL 1021 Rapsgelb MAT,,
1,Belgium,11/07/2019,11/07/2019,,Hybrid Battery 24V/7Ah UPGRADE,11/07/2019,AH-FOL-HYB-BAT-7Ah UPGRADE,11/07/2019,UBW ZRT
1,Belgium,06/07/2019,06/07/2019,,Modular - rear carrier + stand,06/07/2019,AH-MOD-ACC-HALF-RACK,06/07/2019,
1,Belgium,16/05/2019,16/05/2019,,Upgrade to Leather Anatomical Saddle,16/05/2019,AH-POW-LEATHER,16/05/2019,
1,Belgium,25/05/2019,25/05/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),25/05/2019,AH-FOL-POW,25/05/2019,
,,,,['recesvf26CiA8e3S5'],,,VINCITA SHOPPER,,
1,Belgium,18/05/2019,18/05/2019,,City Handlebar,18/05/2019,AH-MOD-CITY,18/05/2019,
1,Belgium,06/03/2019,06/03/2019,,Hybrid Battery 24V/7Ah,06/03/2019,AH-FOL-HYB-BAT-24V-7AH,06/03/2019,Greenway
1,Belgium,13/06/2019,13/06/2019,,Small Goods Shipping,13/06/2019,SHIPPING SMALL PARCEL,13/06/2019,DPD
1,Belgium,07/03/2019,07/03/2019,,Twist & Lock,07/03/2019,AH-FOL-TWISTANDLOCK,07/03/2019,UBW ZRT
1,Belgium,29/03/2019,29/03/2019,,Klickfix Stem/Caddy,29/03/2019,414096,29/03/2019,AGU
1,Belgium,04/05/2019,04/05/2019,,Ahooga 1 Elec Display,04/05/2019,A1-4002,04/05/2019,UBW ZRT
1,Belgium,01/08/2019,01/08/2019,,BEBAT Main battery,01/08/2019,BEBAT1,01/08/2019,
,,,,['recUlkTX6gTUaUj9U'],,,Ahooga Folding Bike - Power+ - Leather anatomicalBrown (delivery Q1 2019),,
1,France,08/04/2019,08/04/2019,,Small Goods Shipping,08/04/2019,SHIPPING SMALL PARCEL,08/04/2019,DPD
1,Belgium,19/06/2019,19/06/2019,,Maintenance Pack: BASIC+,19/06/2019,SAV Basic+,19/06/2019,
1,Luxembourg,30/04/2019,30/04/2019,,Folding B i k e Disc Brakes Option (6-10 weeks),30/04/2019,AH-FOL-DISC BRAKE,30/04/2019,
1,Belgium,10/05/2019,10/05/2019,,BIKE SHIPPING BE,10/05/2019,SHIPPING BE,10/05/2019,DPD
1,Belgium,04/06/2019,04/06/2019,,Shipping BE Modular,04/06/2019,SHIPPING-BE-MOD,04/06/2019,
1,Belgium,16/05/2019,16/05/2019,,"Comfy saddle BLACK, Blinder Mini Niner",16/05/2019,COMFORT+ pack (2018) BLACK,16/05/2019,Ahooga Sprl
1,Belgium,16/01/2019,16/01/2019,,Extra long seatpost,16/01/2019,AH-FOL-XL SEATPOST,16/01/2019,
,,,,['recBX2X7DFNMa30gY'],,,Ahooga Folding Bike - Power+ - (8-11 weeks),,
,,,,['recm2mvB2khMg61DF'],,,CUSTOM logo on Custom color (6-10 weeks) - RAL 9023 matt,,
,,,,['recLpmrTZhkHdvn6O'],,,GLOVES ESSENTIAL THERMO WINDPROOF L,,
,,,,['recJk8OpRb90QjeY5'],,,Ahooga Modular Bike - 36V - 8S (delivery Q1 2019) _Riser2,,
1,Belgium,31/07/2019,31/07/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),31/07/2019,AH-FOL-POW,31/07/2019,
1,Belgium,25/06/2019,25/06/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),25/06/2019,AH-FOL-POW,25/06/2019,
1,Belgium,17/07/2019,17/07/2019,,BEBAT Main battery,17/07/2019,BEBAT1,17/07/2019,
1,Belgium,11/07/2019,11/07/2019,,BIKE SHIPPING BE,11/07/2019,SHIPPING BE,11/07/2019,DPD
1,Belgium,04/04/2019,04/04/2019,,Sturmey Archer Pedalier,04/04/2019,STUR-PEDAL,04/04/2019,
1,Germany,06/05/2019,06/05/2019,,BIKE SHIPPING DE,06/05/2019,SHIPPING DE,06/05/2019,DPD
1,Belgium,07/06/2019,07/06/2019,,Maintenance Pack : BASIC,07/06/2019,SAV Basic,07/06/2019,
1,Belgium,22/01/2019,22/01/2019,,Twist & Lock,22/01/2019,AH-FOL-TWISTANDLOCK,22/01/2019,UBW ZRT
1,Belgium,12/03/2019,12/03/2019,,Pump Joeblow Max HP BLACK,12/03/2019,TO6079.BLK,12/03/2019,NOWCOMPANY
1,France,15/01/2019,15/01/2019,,City Handlebar,15/01/2019,AH-MOD-CITY,15/01/2019,
1,Belgium,30/04/2019,30/04/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,30/04/2019,AH-FOL-HYB COMFORT,30/04/2019,
1,Belgium,13/06/2019,13/06/2019,,Modular RISER 70 HANDELBAR,13/06/2019,AH-MOD-ACC-RISER 70 HANDELBAR,13/06/2019,Humpert
1,France,18/03/2019,18/03/2019,,Small Goods Shipping,18/03/2019,SHIPPING SMALL PARCEL,18/03/2019,DPD
2,Belgium,30/06/2019,30/06/2019,,BEBAT Lights,30/06/2019,BEBAT2,30/06/2019,
1,Germany,04/06/2019,04/06/2019,,Modular RISER 70 HANDELBAR,04/06/2019,AH-MOD-ACC-RISER 70 HANDELBAR,04/06/2019,Humpert
1,Belgium,25/05/2019,25/05/2019,,Abus Lock Iven 8210/110,25/05/2019,303647,25/05/2019,AGU
1,Belgium,24/07/2019,24/07/2019,,BEBAT Lights,24/07/2019,BEBAT2,24/07/2019,
1,Belgium,12/02/2019,12/02/2019,,VINCITA BLACK Bag,12/02/2019,IAG-B207AH-BL-REV1,12/02/2019,
1,Belgium,02/04/2019,02/04/2019,,Ahooga 1 Rear E-Wheel without motor,02/04/2019,A1-2020 B,02/04/2019,
1,Belgium,09/04/2019,09/04/2019,,Ahooga 1 Elec Cable SHORT,09/04/2019,A1-4003 short,09/04/2019,UBW
1,France,05/03/2019,05/03/2019,,Ahooga 1 Rear Folding Fender incl Fix,05/03/2019,A1-8003,05/03/2019,UBW ZRT
1,Belgium,03/06/2019,03/06/2019,,Upgrade to Leather Anatomical Saddle,03/06/2019,AH-POW-LEATHER,03/06/2019,
1,Belgium,02/08/2019,02/08/2019,,Vario Rack,02/08/2019,414071,02/08/2019,AGU
1,Belgium,25/06/2019,25/06/2019,,BEBAT Main battery,25/06/2019,BEBAT1,25/06/2019,
,,,,['recxJzJzwLzKT3PoJ'],,,Cable Housing shifter - 1920 mm,,
,,,,['recHUkvvlY3sPnSDB'],,,Ahooga Folding Bike - Hybrid/Comfort+ - DARK GREY + Twist and LOCK,,
1,Belgium,31/05/2019,31/05/2019,,Brake Pads pair - KOOL STOP,31/05/2019,AHO-SPARE-PAD,31/05/2019,
7,Belgium,04/06/2019,04/06/2019,,BEBAT Lights,04/06/2019,BEBAT2,04/06/2019,
1,Belgium,12/02/2019,12/02/2019,,Ahooga Folding Bike - Hybrid/Essential - White Sunrise,12/02/2019,AH-FOL-HYB ESS,12/02/2019,
1,Belgium,01/07/2019,01/07/2019,,Standard Bell,01/07/2019,A1-6009,01/07/2019,UBW
1,Belgium,31/07/2019,31/07/2019,,ABUS Bordo Ugrip 5700/80,31/07/2019,303737,31/07/2019,AGU
1,Germany,22/05/2019,22/05/2019,,Ahooga Folding Bike - Push/Style+ - Jaw Drop Charcoal,22/05/2019,AH-FOL-PUSH STYLE,22/05/2019,
1,France,14/05/2019,14/05/2019,,Ahooga Modular Bike - 30V - 1S (6-10 weeks),14/05/2019,AH-MOD-30V-1S,14/05/2019,
1,Belgium,25/02/2019,25/02/2019,,VINCITA BLACK Bag,25/02/2019,IAG-B207AH-BL-REV1,25/02/2019,
,,,,['recAybmwEAlUlAn1R'],,,"Push Bike caliper marathon+ CHROME GLOSSY, dark grey decal, black grip and saddle",,
1,Spain,28/02/2019,28/02/2019,,Small Goods Shipping,28/02/2019,SHIPPING SMALL PARCEL,28/02/2019,DPD
1,Germany,25/02/2019,25/02/2019,,Upgrade to Leather Anatomical Saddle,25/02/2019,AH-POW-LEATHER,25/02/2019,
1,Belgium,26/07/2019,26/07/2019,,Abus Lock Iven 8210/110,26/07/2019,303647,26/07/2019,AGU
,,,,['recGYPW0uZQLAOimX'],,,Brooks Island Helmet Blue/Grey L,,
1,Belgium,15/05/2019,15/05/2019,,Shopper Bag Pro Grey,15/05/2019,413369,15/05/2019,AGU
,,,,['recMDeACqv3Dg48j6'],,,Custom Color (6-10 weeks) : Monk,,
1,Germany,10/05/2019,10/05/2019,,BIKE SHIPPING DE,10/05/2019,SHIPPING DE,10/05/2019,DPD
1,Belgium,18/01/2019,18/01/2019,,Selle Royale Scientia M2,18/01/2019,Scientia M2,18/01/2019,SELLE ROYAL
,,,,['recFkhUWtCwtdI5Cy'],,,Custom Color (6-10 weeks) - Jawdrop Charcoal,,
1,Belgium,17/05/2019,17/05/2019,,"Front & Rear Carriers (incl pegs, cushion, stand) for Ahooga Modular B i k e",17/05/2019,AH-MOD-ACC-RACK-PACK-50kg,17/05/2019,
1,Belgium,29/03/2019,29/03/2019,,ABUS Bordo Ugrip 5700/80,29/03/2019,303737,29/03/2019,AGU
,,,,['rec3ZqC0N1Jf1X22s'],,,Upgrade Selle Royale Scientia M2,,
1,Belgium,28/06/2019,28/06/2019,,Klickfix Stem/Caddy,28/06/2019,414096,28/06/2019,AGU
1,Belgium,28/03/2019,28/03/2019,,HYBRID CUSTOM COLOR  - Wow Copper (6-10 weeks),28/03/2019,AH-FOL-COLOR CUSTOM  RAL 8029 MAT,28/03/2019,
1,Belgium,02/02/2019,02/02/2019,,Ahooga Folding Bike - Hybrid/Style+ - Jaw Drop Charcoal,02/02/2019,AH-FOL-HYB STYLE,02/02/2019,
1,Belgium,29/05/2019,29/05/2019,,Klickfix Stem/Caddy,29/05/2019,414096,29/05/2019,AGU
,,,,['rec5iM3QZEelqfRTj'],,,Rear carrier for Ahooga folding bike (make in copper),,
1,Belgium,29/03/2019,29/03/2019,,Ahooga 1 Crank,29/03/2019,A1-5006,29/03/2019,UBW ZRT
,,,,['recZbzzl8ZjWqi1pi'],,,Kid Pack for Modular B i k e (Carrier+cushion+pegs+stand),,
1,Belgium,15/04/2019,15/04/2019,,Selle Royal Scientia R3,15/04/2019,Scientia R3,15/04/2019,SELLE ROYAL
,,,,['recLJHeul9HC12b5H'],,,Klickfix Extender (attache arrière),,
,,,,['recR65sW213IInWvc'],,,POWER CUSTOM COLOR - Wall Mc Blue,,
2,France,18/03/2019,18/03/2019,,Rear Carrier for Ahooga Folding B i k e,18/03/2019,AH-POW-ACC-CARRIER,18/03/2019,
1,Belgium,27/07/2019,27/07/2019,,Klickfix Extender,27/07/2019,0211XSET,27/07/2019,AGU
1,Belgium,16/07/2019,16/07/2019,,Small Goods Shipping,16/07/2019,SHIPPING SMALL PARCEL,16/07/2019,DPD
1,Belgium,08/05/2019,08/05/2019,,Klickfix Stem/Caddy,08/05/2019,414096,08/05/2019,AGU
,,,,['recBwGDnRSC8Af6sg'],,,Custom Color RAL 5011 Glossy (6-10 weeks),,
,,,,['rec4hyPyB5kwUSZyn'],,,"Essential eBike caliper kojak 4,4Ah battery WHITE MAT, white decal, black grip and saddle(for Belgium ONLY: BEBAT included)",,
1,Belgium,02/07/2019,02/07/2019,,BLACK COMFY Saddle,02/07/2019,A1-7007,02/07/2019,UBW
1,Belgium,24/07/2019,24/07/2019,,Ahooga Modular Bike - 36V - 8S (4-8 weeks),24/07/2019,AH-MOD-36V-8S,24/07/2019,
,,,,['recstCTEEKAXSXuj2'],,,Twist &amp; Lock (offered),,
1,Belgium,01/03/2019,01/03/2019,,Pump Joeblow Max HP BLACK,01/03/2019,TO6079.BLK,01/03/2019,NOWCOMPANY
1,France,14/02/2019,14/02/2019,,Ahooga 1 REAR e-Wheel Marathon 7 Speed Motor,14/02/2019,A1-2020,14/02/2019,UBW
1,Belgium,14/05/2019,14/05/2019,,VINCITA SHOPPER,14/05/2019,IAG-B016AH-BL,14/05/2019,
1,Belgium,08/04/2019,08/04/2019,,Hybrid Battery 24V/7Ah UPGRADE,08/04/2019,AH-FOL-HYB-BAT-7Ah UPGRADE,08/04/2019,UBW ZRT
,,,,['rechpfRo396miXQ3r'],,,Saddle Bag Carradice Black,,
1,Belgium,24/07/2019,24/07/2019,,BEBAT Main battery,24/07/2019,BEBAT1,24/07/2019,
,,,,['recmnNWAOejtahclZ'],,,24V/7Ah,,
1,Belgium,23/07/2019,23/07/2019,,Ahooga 1 Rim,23/07/2019,A1-2007,23/07/2019,UBW
1,Belgium,28/03/2019,28/03/2019,,Ahooga 1 Mini Bumper,28/03/2019,A1-1005,28/03/2019,UBW ZRT
1,Belgium,21/06/2019,21/06/2019,,Ahooga 1 Folding Stem Spring,21/06/2019,A1-6002,21/06/2019,UBW
3,Belgium,09/04/2019,09/04/2019,,Ahooga 1 Mini Bumper,09/04/2019,A1-1005,09/04/2019,UBW ZRT
1,Belgium,07/02/2019,07/02/2019,,"Push Bike caliper marathon+ ANTHRACITE MAT, white decal, brown grip and saddle",07/02/2019,Push B-C-M+ ANTHRACITE,07/02/2019,Ahooga Sprl
1,Belgium,15/02/2019,15/02/2019,,Ahooga Folding Bike - Push/Comfort+ - Wall Mc Blue,15/02/2019,AH-FOL-PUSH COMFORT,15/02/2019,
,,,,['recKbGOiHnYa5khuv'],,,"DISC eBike marathon+ 4,4Ah battery BLACK GLOSSY, white decal, black grip and saddle(for Belgium ONLY: BEBAT included)",,
,,,,['rec1Drv1Oc91jn4Rl'],,,Ahooga Folding Bike - Hybrid/Style+ (marathon + included),,
1,Belgium,10/04/2019,10/04/2019,,Ahooga Folding Bike - Push/Style+ - Jaw Drop Charcoal,10/04/2019,AH-FOL-PUSH STYLE,10/04/2019,
1,Belgium,03/07/2019,03/07/2019,,BIKE SHIPPING BE,03/07/2019,SHIPPING BE,03/07/2019,DPD
2,Belgium,20/05/2019,20/05/2019,,BIKE SHIPPING BE,20/05/2019,SHIPPING BE,20/05/2019,DPD
,,,,['reckrkstIebo0Rpwa'],,,Ahooga Folding Bike - Hybrid/Comfort+ - Black GlossyDisc Brake from shop,,
1,Belgium,28/06/2019,28/06/2019,,Hybrid Battery 24V/7Ah UPGRADE,28/06/2019,AH-FOL-HYB-BAT-7Ah UPGRADE,28/06/2019,UBW ZRT
1,Belgium,08/06/2019,08/06/2019,,Maintenance Pack : BASIC,08/06/2019,SAV Basic,08/06/2019,
,,,,['recJcDjqkDCDjg25d'],,,"DISC eBike marathon+ 4,4Ah battery CUSTOM RAL, decal TBC, grip and saddle TBC",,
1,Belgium,05/07/2019,05/07/2019,,Ahooga 1 Folding Stem Spring,05/07/2019,A1-6002,05/07/2019,UBW
1,Belgium,07/05/2019,07/05/2019,,Schwalbe Marathon Plus,07/05/2019,A1-2011,07/05/2019,UBW
,,,,['rec2BgPkeYjtCZcnI'],,,Ahooga Folding Bike - Power+ - Jaw Drop Charcoal Brown grip (delivery Q2 2019) - Anatomical Brown Leather saddle,,
1,Belgium,25/07/2019,25/07/2019,,VINCITA BACKPACK,25/07/2019,IAG-B164AH-BL,25/07/2019,
1,Belgium,18/04/2019,18/04/2019,,Maintenance Pack : BASIC,18/04/2019,SERV INDISPENSABLE,18/04/2019,Ahooga Sprl
1,Belgium,03/06/2019,03/06/2019,,Hybrid Battery 24V/7Ah UPGRADE,03/06/2019,AH-FOL-HYB-BAT-7Ah UPGRADE,03/06/2019,UBW ZRT
,,,,['recjxFMbGdBfDqPil'],,,Ahooga Front Wheel,,
1,Belgium,29/04/2019,29/04/2019,,Ahooga 1 Inner Tire,29/04/2019,A1-2012,29/04/2019,AGU
1,Belgium,06/06/2019,06/06/2019,,Ahooga Modular Bike - 36V - 8S (4-8 weeks),06/06/2019,AH-MOD-36V-8S,06/06/2019,
1,Belgium,02/07/2019,02/07/2019,,Modular CITY HANDELBAR,02/07/2019,AH-MOD-ACC-CITY HANDELBAR,02/07/2019,Humpert
,,,,['recpytBCWnJ52lIRn'],,,Custom Color_graphite show bike central RAL 9005 + white logo + MAT,,
1,Belgium,11/06/2019,11/06/2019,,VINCITA BACKPACK,11/06/2019,IAG-B164AH-BL,11/06/2019,
1,Belgium,21/02/2019,21/02/2019,,The Poeple Poncho NAVY,21/02/2019,POEPLE PONCHO NAVY,21/02/2019,POEPLE PON
1,Ireland,08/01/2019,08/01/2019,,Blinder mini niner rear,08/01/2019,KN361.BLK.NIN,08/01/2019,NOWCOMPANY
1,Belgium,13/05/2019,13/05/2019,,Riser handlebar 70mm,13/05/2019,AH-MOD-ACC-RIS70,13/05/2019,
1,Belgium,21/05/2019,21/05/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),21/05/2019,AH-FOL-POW,21/05/2019,
2,Netherlands,08/07/2019,08/07/2019,,BIKE SHIPPING NL,08/07/2019,SHIPPING NL,08/07/2019,DPD
,,,,['recUUuWG08rHsrDzO'],,,Riser handlebar 70mm - !!! GARDER CABLES LONG !!,,
8,Belgium,23/01/2019,23/01/2019,,Abus Lock Iven 8210/110,23/01/2019,303647,23/01/2019,AGU
1,Belgium,28/05/2019,28/05/2019,,Custom color,28/05/2019,AH-POW-COL,28/05/2019,
1,Belgium,20/03/2019,20/03/2019,,Ahooga Modular Bike - 36V - 8S (4-8 weeks),20/03/2019,AH-MOD-36V-8S,20/03/2019,
1,Belgium,02/07/2019,02/07/2019,,Knog Plus Twinpack,02/07/2019,KN420,02/07/2019,NOWCOMPANY
2,Belgium,16/05/2019,16/05/2019,,Ahooga 1 Folding Stem,16/05/2019,A1-6001,16/05/2019,UBW ZRT
1,Belgium,02/07/2019,02/07/2019,,Ring-A-Bell,02/07/2019,KN.365.SIL.S,02/07/2019,NOWCOMPANY
1,Belgium,03/06/2019,03/06/2019,,BEBAT Lights,03/06/2019,BEBAT2,03/06/2019,
1,Belgium,13/05/2019,13/05/2019,,Housing Front Brake - 650 mm,13/05/2019,Housing Front Brake,13/05/2019,UBW ZRT
,,,,['reczQ8G5WdSF5iGRx'],,,CUSTOM COLOR Chrome MATT,,
,,,,['recDbwE7VH9Y7ZZ18'],,,HYBRID CUSTOM COLOR - White Sunrise,,
1,Belgium,23/07/2019,23/07/2019,,Klickfix Stem/Caddy,23/07/2019,414096,23/07/2019,AGU
1,Belgium,06/07/2019,06/07/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),06/07/2019,AH-FOL-POW,06/07/2019,
1,Belgium,17/07/2019,17/07/2019,,BROWN COMFY Saddle,17/07/2019,A1-7006,17/07/2019,UBW
1,Belgium,02/04/2019,02/04/2019,,Small Goods Shipping,02/04/2019,SHIPPING SMALL PARCEL,02/04/2019,DPD
2,Belgium,14/02/2019,14/02/2019,,Ahooga 1 Inner Tire,14/02/2019,A1-2012,14/02/2019,AGU
1,Belgium,29/03/2019,29/03/2019,,Disc pads pair,29/03/2019,Disc pads pair,29/03/2019,UBW
1,Belgium,15/02/2019,15/02/2019,,Ahooga 1 Rear Wheel Mechanical,15/02/2019,A1-2019,15/02/2019,UBW ZRT
1,Belgium,19/04/2019,19/04/2019,,Ahooga Folding Bike - Push/Essential - White Sunrise,19/04/2019,AH-FOL-PUSH ESS,19/04/2019,
1,Belgium,03/06/2019,03/06/2019,,BEBAT Lights,03/06/2019,BEBAT2,03/06/2019,
1,Belgium,17/07/2019,17/07/2019,,BIKE SHIPPING BE,17/07/2019,SHIPPING BE,17/07/2019,DPD
1,Belgium,25/03/2019,25/03/2019,,Klickfix Stem/Caddy,25/03/2019,414096,25/03/2019,AGU
1,Belgium,07/02/2019,07/02/2019,,Vario Rack,07/02/2019,414071,07/02/2019,AGU
1,Belgium,07/06/2019,07/06/2019,,Selle Royal Scientia R3,07/06/2019,Scientia R3,07/06/2019,SELLE ROYAL
1,Belgium,24/04/2019,24/04/2019,,Handelbar City,24/04/2019,3160314,24/04/2019,HARTJE
,,,,['recu1mZuVsTtk5YhC'],,,UPGRADE BLACK COMFY SEATYLOK,,
1,Netherlands,03/06/2019,03/06/2019,,Shipping NL Modular,03/06/2019,Shipping-NL-Mod,03/06/2019,
7,Belgium,23/01/2019,23/01/2019,,"Comfy saddle BROWN, Blinder Mini Niner",23/01/2019,COMFORT+ pack (2018) BROWN,23/01/2019,Ahooga Sprl
1,Belgium,15/06/2019,15/06/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,15/06/2019,AH-FOL-HYB COMFORT,15/06/2019,
1,Germany,14/05/2019,14/05/2019,,Ahooga Modular Bike - 36V - 3S (10 weeks),14/05/2019,AH-MOD-36V-3S,14/05/2019,
1,France,01/08/2019,01/08/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),01/08/2019,AH-FOL-POW,01/08/2019,
1,Belgium,18/06/2019,18/06/2019,,BEBAT Main battery,18/06/2019,BEBAT1,18/06/2019,
1,Belgium,08/03/2019,08/03/2019,,ABUS Bordo Ugrip 5700/80,08/03/2019,303737,08/03/2019,AGU
1,Belgium,01/04/2019,01/04/2019,,"DISC eBike marathon+ 4,4Ah battery CUSTOM RAL, decal TBC, grip and saddle TBC  (for Belgium ONLY: BEBAT included)",01/04/2019,Disc eB-M+ 4.4 CUSTOM,01/04/2019,Ahooga Sprl
